Hotel,Id,Ciudad,Pais,Usuario,Rating,PosNeg,Fecha,Review
Hotel Atton San Isidro,rn371242412,Santiago,Chile,Javier Eduardo Q,4,1,08/05/2016,"Excelente Ubicacion y muy buen servicio Esta es una de las muchas estadias en este hotel. Sigue siendo una muy buena alternativa y el excelente servicio se mantiene. La ubicacion de este hotel es priviliegiada, ya que permite estar a un paso de todo. "
Hotel Atton San Isidro,rn370972178,,,Marina A,5,1,07/05/2016,"Amabilidad y eficacia extremas Habitacion inmejorable, con todos los servicios perfectamente garantizados. Comodidad, privacidad, tranquilidad, confort. Estupenda atencion por parte de todo el personal, uno de los mayores activos del hotel "
Hotel Atton San Isidro,rn370942115,Buenos Aires,Argentina,Angel C,5,1,07/05/2016,"Excelente opcion Comodo, bien ubicado y el wifi es excelente. En cualquier parte del hotel funciona rapido. Si buscas descansar es el lugar adecuado. Esta ubicado cerca de Miraflores donde estan todos los bares y restaurantes. El personal del front desk podria ser un poco mas amigable, creo que es el unico punto a mejorar. "
Hotel Atton San Isidro,rn370797384,Monterrey,Mexico,ruthp987,5,1,06/05/2016,"Comodo y Seguro El hotel esta ubicado en una zona bastante segura, dos noches caminamos en grupo a un restaurante cercano sin ningun contratiempo. En nuestra experiencia todos los empleados fueron bastante amables y simpaticos. En la recepcion nos hicieron el favor de fotocopiar varios documentos con muy buena actitud. Las instalaciones son comoda y amplias, la unica desventaja que encontramos fueron las..   "
Hotel Atton San Isidro,rn370732448,Santiago,Chile,mauriciojacobom,5,1,06/05/2016,"Excelente estadia. Muy recomendable. Hotel muy confortable, moderno y muy buena atencion. No deberia estar obligado a escribir 200 caracteres para dejar una opinion. Me parece una estupidez de parte de quien hizo el programa "
Hotel Atton San Isidro,rn370427070,,,861mariajesusm,5,1,05/05/2016,"Comodidad y descanso El hotel es muy comodo y agradable, muy buen servicio, en especial Yomer, quien nos atendio muy bien, y a excepcion de Luz una recepcionista que nos recibio para el check in, pero la verdad es que me parecio una falta de respecto, tuvimos casi que perseguirlas para que nos antendiera, con una pesima cara, y un tono muy pesado..   "
Hotel Atton San Isidro,rn370251124,,,Juan P,5,1,04/05/2016,"Todo a la altura. Se cumple con todas las expectativas referentes a ubicacion, seguridad, servicios, etc. La estadia correspondio a un fin de semana recreacional. no hay mayores comentarios. cercano a buenos restaurantes. como unica sugerencia, creo que los taxis que tienen en el exterior como parte del servicio son extremadamente caros: cobran cerca de tres veces el valor de un taxi que se..   "
Hotel Atton San Isidro,rn369859354,,,charleslZ4086ZT,5,1,03/05/2016,"Lima Clean hotel; excellent, friendly staff. Only complaint - pool was small. Excellent location. Excelente ubicacion, buenas instalaciones, excelente atencion, el precio es elevado pero se justifica completamente, el servicio de desayuno variado, y de buena calidad. "
Hotel Atton San Isidro,rn369815081,,,FelipeBerr,4,1,03/05/2016,"Muy buen hotel. Cuidado con los taxis que ofrecen como acreditados Muy buen hotel. Ubicacion aceptable. Tuve un problema con un taxista acreditado por el hotel, quien nos sobro mas de lo acordado. Su nombre es Enrique Quiroz. para que tengan cuidado con su servicio. Mencion especial para Luis Zuta quien trabaja en el restaurante del Hotel, por su excelente atencion. "
Hotel Atton San Isidro,rn369630115,,,cristianin2016,5,1,02/05/2016,"Hotel atton Excelente ubicacion, buenas instalaciones, excelente atencion, el precio es elevado pero se justifica completamente, el servicio de desayuno variado, y de buena calidad. El dormitorio amplio con camas y ropa de cama, comodas "
Hotel Atton San Isidro,rn369305094,,,ireneabu,4,1,01/05/2016,"Buen hotel Esta muy bien este hotel, camas sabanas, plumones, toallas, aire, desayunos. Atencion excelenteMucha amabilidad para las reservas y los servicios en generalEl restaurante no es nada bueno. Una carta muy amplia pero no es realmente interesante comer ahi. "
Hotel Atton San Isidro,rn369120532,,,ricachotto,5,1,30/04/2016,"Excelente El barrio San Isidro muy tranquilo, ademas con excelentes restaurantes cerca, Astrid y Gaston, Lima 27, etc. Noches muy tranquilas, si quiere descansar es el lugar ideal.. Ademas para los que nos gusta la Arquitectura moderno y funcional. "
Hotel Atton San Isidro,rn369120279,,,Un miembro de TripAdvisor ,5,1,30/04/2016,"Escapada en pareja con amigos Gran servicio, buena atencion el hotel excelente, la gente amable rico los desayunos totalmente recomendable una muy buena ubicacion el barrio es tranquilo y se puede descansar bien por las noches. Hay restaurantes de gran calidad a dos cuadras del hotel. "
Hotel Atton San Isidro,rn369087727,,Chile,RobertoChile,5,1,30/04/2016,"Buenisimo hotel Estuve aqui el año pasado y se mantiene su calidad, atencion y servicios. Habitaciones amplias, comodas y agradables; baños de buen tamaño y amenities de buena calidad. Una excelente eleccion si buscas hoteles 4 estrellas nuevos y de buen servicio "
Hotel Atton San Isidro,rn368752516,,,panchocaldera,4,1,29/04/2016,"Muy grata experiencia! Organizamos una reunion de nuestra organizacion y todo resulto muy bien, las habitaciones estuvieron a tiempo y en excelentes condiciones. El desayuno fue muy variado, y el restaurante es amplio en espacio, la atencion del personal del restaurante fue destacada y muy atenta a los detalles, cabe destacar la amabilidad de Luis Zuta quien se encargo de hacer muy agradable..   "
Hotel Atton San Isidro,rn368726275,Mendoza,Argentina,mlacog_404320,5,1,29/04/2016,"excelente relacion precio calidad excelente servicio, las habitaciones tiene mucho confort se puede descansar perfectamente el desayuno es excelente, llegue mas temprano de lo habitual y me hicieron el check in anticipadamente la verdad estoy muy conforme "
Hotel Atton San Isidro,rn368126065,Buenos Aires,Argentina,norbertodanielp,4,1,27/04/2016,confort y seguridad El hotel esta bien ubicado y el personal es muy servicial. Esta en una zona segura y el servicio de autos es muy bueno y seguro. las habitacion estan bien arregladas y el desayuno es abundante y muy bien servido 
Hotel Atton San Isidro,rn367947746,Santiago,Chile,cdomval,4,1,26/04/2016,"HOTEL MODERNO Y BIEN UBICADO El atton es un hotel moderno, muy bien ubicado, donde la atencion del personal es un punto alto. El desayuno es bueno, aunque le falta variedad de panes y pasteleriaLas Habitaciones, al menos las junior suite, cuentan con todas las comodidades necesarias sin ser un lujo. Mejoraria los articulos de baño, por ejemplo no tienen gel. En resumen es un..   "
Hotel Atton San Isidro,rn367940064,Region Metropolitana de Santiago,Chile,marcofariasvonriehm,4,1,26/04/2016,"Viaje de fin de semana Atencion muy agradable, muy cordial y servicial, los desayunos muy buenos y las habitaciones e instalaciones muy buenas. Lamentablemente llegamos con ganas de tomar el trago de bienvenida, pero el bar ya habia cerrado. No obstante, muy recomendable. "
Hotel Atton San Isidro,rn367913170,Lima,Peru,eduardoartemioe,5,1,26/04/2016,La atencion es muy buena y esmerada pero por la noche se escuchaba ruido al parecer por un evento que no dejaba descans El hotel deberia tener un sauna para parejas cuando se viaja de manera familar y la piscina deberia ser temperada para su uso durante todo el año dondelo comidad de uso al huesped asi como faltan oantuflas en las habitaciones 
Hotel Atton San Isidro,rn367877876,Santiago,Chile,RodrigoATaboada,5,1,26/04/2016,"Opinion Hotel Atton San Isidro Buen Hotel. Buena ubicacion. Limpio. Buena atencion. La comida es de tipo internacional. Muy rica por cierto. Si buscas un hotel que sea mas autoctono, puede que este hotel no sea el indicado. Posee gimnasio, lo cual se agradece. "
Hotel Atton San Isidro,rn367819926,Santiago,Chile,fdezmariano,4,1,26/04/2016,"Precio - calidad muy bien! Es un Hotel ubicado en San Isidro. Habitaciones espaciosas y comodas. Incluye desayuno variado. El servicio muy bueno y la gente muy amable. Lamentablemente, un edificio de al lado esta en plena construccion y comienzan a trabajar muy temprano. "
Hotel Atton San Isidro,rn367811452,Santiago,Chile,gmenendez,4,1,26/04/2016,"En general todo bien, pero.. En general buena relacion precio calidad, el unico problema es que hay una construccion al lado que comenzo sus obras a las 8 de la mañana de un sabado, lo que me impidio tener un sueño 100% reparador. Probablemente no es responsabilidad del Hotel, pero podrian haber avisado de antemano o ponernos en una habitacion que no diera hacia la..   "
Hotel Atton San Isidro,rn367792677,Santiago,Chile,constanzav111,5,1,26/04/2016,Me encanto! Muy buen servicio en todo ambito. El personal con muy buen caracter y disposicion. Los lugares comunes impecables en cuanto a orden e higiene. Lo mismo con la habitacion. Desayuno variado y muy rico. Silencio a toda hora 
Hotel Atton San Isidro,rn367565751,Ciudad de Mexico,Mexico,Octavio A,5,1,25/04/2016,"La mejor relacion costo - beneficio de Lima. El Atton tiene muy buen servicio en todas sus areas. El personal de recepcion es buenisimo. Se come muy bien. El buffet del desayuno es esplendido. Las habitaciones son muy amplias con un buen escritorio para trabajar, el WIFI es muy bueno. Las habitaciones son amplias "
Hotel Atton San Isidro,rn367369867,Buenos Aires,Argentina,Griselda S,3,0,25/04/2016,"Estan construyendo pegado al hotel en este momento El hotel esta bien, el desayuno es muy bueno pero a las 8am empiezan los ruidos de la obra de al lado. El gimnasio despues de las 7: 30 se llenaLa misma tambien ensucia la pileta que es lindera. Si necesitas hacer un late check out te lo cobran el 50% de la tarifaEl personal es..   "
Hotel Atton San Isidro,rn367001878,Santiago,Chile,Felipe G,4,1,24/04/2016,"Buena infraestructura hotelera bien El mejor que he probado para negocios, bien ubicado, taxis disponibles, internet con buena velocidad y cobertura. El desayuno es variado y el comedor es amplio. Hay servicio de taxis desde el aeropuerto que se pueden cargar a la habitacion "
Hotel Atton San Isidro,rn366992093,Santiago,Chile,cristiancJ476NP,4,1,24/04/2016,"Un buen hotel para negocios Hoy de primer nivel, excelentemente bien ubicado en barrio san Isidro, atencion de buen nivel por parte del personal, precio razonable y gran calidad de sus habitaciones, gimnasio, restaurant y Milagros su gerente, siempre atenta frente a cualquier necesidad "
Hotel Atton San Isidro,rn366883357,,,Laur91,5,1,24/04/2016,"Perfecto Un restaurante estupendo para probar la comida tipica de la region, estuvimos hospedados varios dias en el Hotel y tuvimos el privilegio de probar diferentes platos de la carta y todo nos encanto, el trato inmejorable! Lo recomiendo mucho! "
Hotel Atton San Isidro,rn366684440,Santiago,Chile,alvarog670,4,1,23/04/2016,"Sugerencia Menu Ampliar menu, en particular opciones vegetarianas de pastas, pizzas, y otros platos vegetarianos. Otra recomendacion es preocuparse de malos olores en pasillos de habitaciones. Excelente infraestructura, muy moderna. Buen servicio. "
Hotel Atton San Isidro,rn366455448,Londres,UK,Etienne v,5,1,22/04/2016,"Una muy placentera estancia. La amabilisima gente que trabaja en el hotel brinda un excelente servicio. Parece que ponen muchisima atencion en la seleccion y capacitacion del personal pues el servicio que ellas/os brindan es extraordinario. Es nuestra segunda ocasion en el hotel, una casa lejos de casa. "
Hotel Atton San Isidro,rn366435379,Lima,Peru,Isabel I,5,1,22/04/2016,Excelente atencion Conoci el hotel para un. evento al q asisti no es muy grande pero sus instalaciones son acogedoras ideal para reuniones de negocios y conferencias los de servicios son muy atentos siempre estan pendientes desde el q esta en la puerta de ingreso. hasta la administracion la pase excelente. 
Hotel Atton San Isidro,rn366377739,Santiago de Chile,Chile,637magdalens,4,1,22/04/2016,"Para negicios, es genial! Falta una mejor iluminacion en los baños. El agua envasada se cobra, debiera ser grstis. Al menos un envase diario. La terraza sin vista, es como estar en una caja. Esta en un lugar bueno, desgraciadamente, estaban construyendo al lado "
Hotel Atton San Isidro,rn366326106,Santiago,Chile,gonzalezoyarzun,5,1,22/04/2016,"Calidad Excelente hotel. Muy buen nivel de calidad y servicio. Buffet variado, personal atento. Habitaciones limpias y comodas. Lobby apto para reuniones de negocios. El unico problema es la velocidad del internet "
Hotel Atton San Isidro,rn366324974,Vina del Mar,Chile,dan_olivaresz,5,1,22/04/2016,"No tengo titulo Totalmente conforme con los servicios e infraestructura del hotel, muy buena ubicacion. Empleados de Recepcion com muy buena disponibilidad, habitaciones excelentes, personal del restaurante muy dedicado a la buena atencion de los pasajeros "
Hotel Atton San Isidro,rn366059943,Region Metropolitana de Santiago,Chile,orierocha,5,1,21/04/2016,"Volveria todas las veces Excelente Hotel, razon por la que hemos vuelto, el proximo viaje a Lima, llegaremos a nuestra casa, asi nos hicieron sentir, el año proximo esperenos con la calidez, cordialidad y sonrisa de todo su personal, gracias "
Hotel Atton San Isidro,rn365917280,San Fernando del Valle de Catamarca,Argentina,monyaliaga,5,1,20/04/2016,"Estadia exelente Nos sentimosmuy comodos, atencion de primera, el personal muy atento, educado, y muy preparado, nos resolvierontodo tipo de situaciones problematicas, como coseguir cambio, confirmacion de tours, asesoramiento en lugares turisticos a conocer con la facilitacion de medios de transportes seguro para nuestro traslado, la atencion en las habitacionesexelente, en cuanto a gastronomia, desayunos de primera, almuerzos y cenas con platos exquisitos, muy bien presentados y postres de primera calidad, unicos, debo destacar..   "
